fam_id	num_nonAnnot	num_annotations	total_fam_members	proportion_nonAnnot
432027	13	0	13	1
432028	2	0	2	1
432029	2	0	2	1
432030	4	0	4	1
432031	0	6	2	0
432032	2	0	2	1
432033	3	0	3	1
432034	2	0	2	1
432035	2	0	2	1
432036	23	0	23	1
432037	2	0	2	1
432038	1	3	2	0.5
432039	2	0	2	1
432040	2	0	2	1
432041	2	0	2	1
432042	0	4	2	0
432043	2	0	2	1
432044	1	6	3	0.333333333333333
432045	2	0	2	1
432046	2	0	2	1
432047	3	0	3	1
432048	2	0	2	1
432049	1	3	2	0.5
432050	2	0	2	1
432051	0	30	2	0
432052	2	0	2	1
432053	0	6	2	0
432054	4	0	4	1
432055	6	0	6	1
432056	3	0	3	1
432057	0	2	2	0
432058	2	0	2	1
432059	0	2	2	0
432060	0	4	2	0
432061	0	8	4	0
432062	2	0	2	1
432063	0	6	2	0
432064	0	6	3	0
432065	4	0	4	1
432066	2	0	2	1
432067	0	4	4	0
432068	1	3	2	0.5
432069	6	0	6	1
432070	0	2	2	0
432071	2	0	2	1
432072	2	0	2	1
432073	11	0	11	1
432074	2	0	2	1
432075	2	0	2	1
432076	1	6	2	0.5
432077	0	2	2	0
432078	3	0	3	1
432079	2	0	2	1
432080	2	0	2	1
432081	1	2	3	0.333333333333333
432082	2	0	2	1
432083	2	0	2	1
432084	0	12	2	0
432085	0	4	2	0
432086	2	0	2	1
432087	3	0	3	1
432088	0	4	2	0
432089	2	0	2	1
432090	2	0	2	1
432091	2	0	2	1
432092	0	2	2	0
432093	2	0	2	1
432094	0	2	2	0
432095	1	1	2	0.5
432096	0	2	2	0
432097	2	0	2	1
432098	0	2	2	0
432099	0	2	2	0
432100	0	2	2	0
432101	2	0	2	1
432102	2	0	2	1
432103	2	0	2	1
432104	0	8	2	0
432105	0	2	2	0
432106	0	3	2	0
432107	2	0	2	1
432108	2	0	2	1
432109	0	2	2	0
432110	0	16	3	0
432111	2	1	3	0.666666666666667
432112	2	0	2	1
432113	2	0	2	1
432114	3	0	3	1
432115	2	0	2	1
432116	2	0	2	1
432117	0	3	2	0
432118	2	0	2	1
432119	4	0	4	1
432120	2	0	2	1
432121	0	3	3	0
432122	1	2	2	0.5
432123	3	0	3	1
432124	2	0	2	1
432125	3	0	3	1
432126	2	0	2	1
432127	2	0	2	1
432128	5	0	5	1
432129	0	8	4	0
432130	2	0	2	1
432131	2	0	2	1
432132	2	0	2	1
432133	0	4	2	0
432134	1	12	5	0.2
432135	1	2	3	0.333333333333333
432136	1	1	2	0.5
432137	2	0	2	1
432138	0	3	3	0
432139	3	0	3	1
432140	2	0	2	1
432141	1	1	2	0.5
432142	2	0	2	1
432143	2	0	2	1
432144	2	0	2	1
432145	7	0	7	1
432146	4	0	4	1
432147	3	0	3	1
432148	2	0	2	1
432149	12	0	12	1
432150	3	0	3	1
432151	2	0	2	1
432152	0	3	3	0
432153	2	0	2	1
432154	13	0	13	1
432155	1	5	2	0.5
432156	2	0	2	1
432157	2	0	2	1
432158	1	1	2	0.5
432159	0	3	3	0
432160	2	0	2	1
432161	2	0	2	1
432162	2	0	2	1
432163	2	0	2	1
432164	2	0	2	1
432165	0	10	3	0
432166	0	3	3	0
432167	4	0	4	1
432168	3	0	3	1
432169	0	7	7	0
432170	2	0	2	1
432171	2	0	2	1
432172	2	0	2	1
432173	0	5	2	0
432174	2	0	2	1
432175	2	0	2	1
432176	2	0	2	1
432177	2	0	2	1
432178	0	77	15	0
432179	0	2	2	0
432180	2	0	2	1
432181	2	0	2	1
432182	0	8	4	0
432183	13	0	13	1
432184	2	0	2	1
432185	5	0	5	1
432186	2	0	2	1
432187	2	0	2	1
432188	4	0	4	1
432189	2	0	2	1
432190	2	0	2	1
432191	2	0	2	1
432192	2	0	2	1
432193	0	8	2	0
432194	3	0	3	1
432195	2	0	2	1
432196	2	0	2	1
432197	0	4	2	0
432198	3	3	6	0.5
432199	2	0	2	1
432200	0	4	2	0
432201	3	0	3	1
432202	0	10	2	0
432203	0	6	2	0
432204	2	0	2	1
432205	0	2	2	0
432206	2	0	2	1
432207	0	12	2	0
432208	0	8	8	0
432209	0	2	2	0
432210	4	0	4	1
432211	2	0	2	1
432212	2	0	2	1
432213	2	0	2	1
432214	2	0	2	1
432215	0	6	3	0
432216	2	0	2	1
432217	0	11	4	0
432218	0	3	2	0
432219	0	6	2	0
432220	5	0	5	1
432221	0	10	5	0
432222	0	4	2	0
432223	3	0	3	1
432224	0	12	3	0
432225	2	0	2	1
432226	0	2	2	0
432227	2	0	2	1
432228	1	69	8	0.125
432229	2	0	2	1
432230	3	0	3	1
432231	1	1	2	0.5
432232	2	0	2	1
432233	0	6	2	0
432234	2	0	2	1
432235	0	6	2	0
432236	0	2	2	0
432237	2	0	2	1
432238	2	0	2	1
432239	0	4	3	0
432240	4	0	4	1
432241	2	0	2	1
432242	0	13	2	0
432243	0	2	2	0
432244	0	4	3	0
432245	2	0	2	1
432246	0	2	2	0
432247	4	2	6	0.666666666666667
432248	2	0	2	1
432249	0	2	2	0
432250	3	0	3	1
432251	0	3	3	0
432252	2	0	2	1
432253	2	0	2	1
432254	2	0	2	1
432255	2	0	2	1
432256	5	0	5	1
432257	2	0	2	1
432258	4	0	4	1
432259	2	0	2	1
432260	0	4	2	0
432261	0	2	2	0
432262	2	0	2	1
432263	2	0	2	1
432264	0	6	6	0
432265	2	0	2	1
432266	0	6	3	0
432267	0	19	3	0
432268	0	3	2	0
432269	0	2	2	0
432270	2	0	2	1
432271	2	0	2	1
432272	1	1	2	0.5
432273	3	0	3	1
432274	2	0	2	1
432275	4	0	4	1
432276	0	4	3	0
432277	0	7	2	0
432278	2	0	2	1
432279	0	3	3	0
432280	2	0	2	1
432281	2	0	2	1
432282	3	0	3	1
432283	2	0	2	1
432284	2	0	2	1
432285	3	0	3	1
432286	0	3	2	0
432287	0	5	2	0
432288	2	0	2	1
432289	2	0	2	1
432290	0	2	2	0
432291	2	0	2	1
432292	0	2	2	0
432293	0	2	2	0
432294	0	6	2	0
432295	3	0	3	1
432296	0	11	2	0
432297	0	4	2	0
432298	2	0	2	1
432299	2	0	2	1
432300	2	0	2	1
432301	5	0	5	1
432302	5	0	5	1
432303	0	3	3	0
432304	2	0	2	1
432305	3	0	3	1
432306	1	1	2	0.5
432307	2	0	2	1
432308	0	6	2	0
432309	0	2	2	0
432310	2	0	2	1
432311	1	5	6	0.166666666666667
432312	0	5	5	0
432313	3	0	3	1
432314	0	2	2	0
432315	2	0	2	1
432316	0	7	2	0
432317	2	0	2	1
432318	2	0	2	1
432319	0	2	2	0
432320	0	2	2	0
432321	2	0	2	1
432322	2	0	2	1
432323	3	0	3	1
432324	2	0	2	1
432325	0	2	2	0
432326	0	2	2	0
432327	0	5	2	0
432328	0	14	2	0
432329	2	0	2	1
432330	3	0	3	1
432331	3	0	3	1
432332	2	0	2	1
432333	0	2	2	0
432334	0	2	2	0
432335	2	0	2	1
432336	2	0	2	1
432337	0	6	2	0
432338	3	0	3	1
432339	0	2	2	0
432340	4	0	4	1
432341	13	0	13	1
432342	2	0	2	1
432343	4	0	4	1
432344	2	0	2	1
432345	1	2	2	0.5
432346	2	0	2	1
432347	1	30	11	0.0909090909090909
432348	1	1	2	0.5
432349	0	48	18	0
432350	3	0	3	1
432351	2	0	2	1
432352	1	0	1	1
432353	0	2	2	0
432354	0	6	2	0
432355	2	0	2	1
432356	2	1	3	0.666666666666667
432357	2	1	3	0.666666666666667
432358	3	0	3	1
432359	1	10	4	0.25
432360	2	0	2	1
432361	0	2	2	0
432362	8	0	8	1
432363	0	2	2	0
432364	0	6	2	0
432365	3	1	4	0.75
432366	0	2	2	0
432367	2	0	2	1
432368	0	6	2	0
432369	11	0	11	1
432370	5	0	5	1
432371	3	0	3	1
432372	3	0	3	1
432373	3	0	3	1
432374	2	0	2	1
432375	0	6	2	0
432376	0	2	2	0
432377	2	0	2	1
432378	0	2	2	0
432379	0	8	2	0
432380	2	0	2	1
432381	0	7	2	0
432382	0	4	2	0
432383	4	0	4	1
432384	1	1	2	0.5
432385	2	0	2	1
432386	2	0	2	1
432387	2	0	2	1
432388	5	0	5	1
432389	4	0	4	1
432390	2	0	2	1
432391	2	0	2	1
432392	2	0	2	1
432393	1	2	3	0.333333333333333
432394	0	2	2	0
432395	2	0	2	1
432396	1	12	4	0.25
432397	5	0	5	1
432398	0	4	4	0
432399	0	3	3	0
432400	2	0	2	1
432401	2	0	2	1
432402	0	6	2	0
432403	2	0	2	1
432404	0	2	2	0
432405	3	0	3	1
432406	0	3	3	0
432407	2	0	2	1
432408	4	0	4	1
432409	0	3	3	0
432410	5	0	5	1
432411	2	0	2	1
432412	4	0	4	1
432413	2	0	2	1
432414	0	2	2	0
432415	4	0	4	1
432416	0	4	2	0
432417	2	0	2	1
432418	0	4	2	0
432419	0	8	4	0
432420	2	0	2	1
432421	2	0	2	1
432422	4	0	4	1
432423	2	0	2	1
432424	0	3	3	0
432425	2	0	2	1
432426	2	0	2	1
432427	2	0	2	1
432428	2	0	2	1
432429	0	3	3	0
432430	2	0	2	1
432431	0	2	2	0
432432	3	0	3	1
432433	2	0	2	1
432434	2	0	2	1
432435	0	6	3	0
432436	2	0	2	1
432437	3	0	3	1
432438	2	0	2	1
432439	2	0	2	1
432440	2	0	2	1
432441	2	0	2	1
432442	2	6	8	0.25
432443	0	9	3	0
432444	2	0	2	1
432445	2	0	2	1
432446	2	0	2	1
432447	2	0	2	1
432448	1	1	2	0.5
432449	2	0	2	1
432450	2	0	2	1
432451	3	0	3	1
432452	0	4	2	0
432453	0	4	2	0
432454	1	6	3	0.333333333333333
432455	5	0	5	1
432456	0	2	2	0
432457	1	1	2	0.5
432458	3	0	3	1
432459	3	0	3	1
432460	4	0	4	1
432461	0	4	2	0
432462	2	0	2	1
432463	1	3	4	0.25
432464	3	0	3	1
432465	2	0	2	1
432466	2	0	2	1
432467	0	2	2	0
432468	2	0	2	1
432469	2	0	2	1
432470	2	0	2	1
432471	0	2	2	0
432472	0	6	3	0
432473	0	3	2	0
432474	5	0	5	1
432475	2	0	2	1
432476	2	0	2	1
432477	0	2	2	0
432478	11	0	11	1
432479	2	0	2	1
432480	0	6	2	0
432481	3	0	3	1
432482	2	0	2	1
432483	1	8	3	0.333333333333333
432484	3	0	3	1
432485	1	2	2	0.5
432486	3	0	3	1
432487	0	2	2	0
432488	2	0	2	1
432489	1	1	2	0.5
432490	0	2	2	0
432491	6	19	15	0.4
432492	3	0	3	1
432493	2	1	3	0.666666666666667
432494	2	0	2	1
432495	0	2	2	0
432496	0	9	5	0
432497	2	0	2	1
432498	0	3	3	0
432499	0	6	2	0
432500	1	1	2	0.5
432501	2	0	2	1
432502	2	0	2	1
432503	2	0	2	1
432504	8	0	8	1
432505	5	0	5	1
432506	2	0	2	1
432507	3	0	3	1
432508	2	0	2	1
432509	0	4	2	0
432510	2	0	2	1
432511	2	0	2	1
432512	2	0	2	1
432513	2	0	2	1
432514	0	4	2	0
432515	2	0	2	1
432516	8	0	8	1
432517	0	8	2	0
432518	2	0	2	1
432519	2	0	2	1
432520	2	0	2	1
432521	2	0	2	1
432522	3	0	3	1
432523	0	2	2	0
432524	2	68	23	0.0869565217391304
432525	0	4	2	0
432526	0	2	2	0
432527	2	0	2	1
432528	2	0	2	1
432529	0	2	2	0
432530	3	0	3	1
432531	2	0	2	1
432532	2	0	2	1
432533	4	0	4	1
432534	2	0	2	1
432535	4	0	4	1
432536	0	25	4	0
432537	0	6	2	0
432538	3	0	3	1
432539	0	4	2	0
432540	0	2	2	0
432541	0	2	2	0
432542	2	0	2	1
432543	1	6	4	0.25
432544	0	6	6	0
432545	1	0	1	1
432546	2	0	2	1
432547	0	2	2	0
432548	2	0	2	1
432549	0	5	3	0
432550	0	19	8	0
432551	2	0	2	1
432552	0	6	2	0
432553	2	0	2	1
432554	0	4	2	0
432555	3	0	3	1
432556	2	0	2	1
432557	0	2	2	0
432558	2	0	2	1
432559	1	0	1	1
432560	3	0	3	1
432561	0	2	2	0
432562	2	0	2	1
432563	2	0	2	1
432564	2	0	2	1
432565	0	4	2	0
432566	1	2	2	0.5
432567	2	0	2	1
432568	3	0	3	1
432569	2	0	2	1
432570	2	0	2	1
432571	2	0	2	1
432572	2	0	2	1
432573	2	1	3	0.666666666666667
432574	2	0	2	1
432575	0	6	2	0
432576	1	3	4	0.25
432577	2	0	2	1
432578	2	0	2	1
432579	2	0	2	1
432580	2	0	2	1
432581	2	0	2	1
432582	0	2	2	0
432583	2	0	2	1
432584	2	0	2	1
432585	2	0	2	1
432586	2	0	2	1
432587	0	6	2	0
432588	4	0	4	1
432589	3	0	3	1
432590	2	0	2	1
432591	0	4	2	0
432592	0	4	2	0
432593	3	0	3	1
432594	2	0	2	1
432595	0	5	2	0
432596	2	0	2	1
432597	0	2	2	0
432598	2	0	2	1
432599	0	8	3	0
432600	0	4	2	0
432601	2	0	2	1
432602	0	3	2	0
432603	2	0	2	1
432604	0	3	3	0
432605	0	8	2	0
432606	1	1	2	0.5
432607	3	0	3	1
432608	0	2	2	0
432609	2	0	2	1
432610	2	0	2	1
432611	2	0	2	1
432612	3	0	3	1
432613	0	2	2	0
432614	2	0	2	1
432615	0	2	2	0
432616	0	10	3	0
432617	2	0	2	1
432618	0	8	8	0
432619	2	0	2	1
432620	3	1	4	0.75
432621	2	0	2	1
432622	0	2	2	0
432623	2	0	2	1
432624	2	0	2	1
432625	0	2	2	0
432626	2	0	2	1
432627	0	4	2	0
432628	2	0	2	1
432629	2	0	2	1
432630	0	3	3	0
432631	6	0	6	1
432632	3	0	3	1
432633	0	9	3	0
432634	0	3	3	0
432635	0	12	2	0
432636	2	0	2	1
432637	0	4	3	0
432638	2	0	2	1
432639	2	0	2	1
432640	2	0	2	1
432641	4	0	4	1
432642	0	4	2	0
432643	16	307	299	0.0535117056856187
432644	0	2	2	0
432645	3	0	3	1
432646	0	8	4	0
432647	2	0	2	1
432648	8	0	8	1
432649	0	6	3	0
432650	3	0	3	1
432651	4	0	4	1
432652	3	0	3	1
432653	0	2	2	0
432654	0	2	2	0
432655	2	0	2	1
432656	2	0	2	1
432657	3	0	3	1
432658	3	0	3	1
432659	4	0	4	1
432660	6	0	6	1
432661	3	0	3	1
432662	0	3	2	0
432663	0	5	2	0
432664	2	0	2	1
432665	0	3	3	0
432666	0	108	9	0
432667	6	0	6	1
432668	6	0	6	1
432669	0	4	2	0
432670	2	0	2	1
432671	3	0	3	1
432672	1	24	4	0.25
432673	0	8	4	0
432674	2	0	2	1
432675	0	2	2	0
432676	1	0	1	1
432677	2	0	2	1
432678	7	0	7	1
432679	0	4	2	0
432680	0	9	4	0
432681	2	0	2	1
432682	3	0	3	1
432683	2	0	2	1
432684	2	0	2	1
432685	0	4	2	0
432686	0	6	2	0
432687	2	0	2	1
432688	2	0	2	1
432689	0	5	2	0
432690	2	0	2	1
432691	3	0	3	1
432692	2	0	2	1
432693	3	0	3	1
432694	18	0	18	1
432695	0	3	3	0
432696	2	0	2	1
432697	0	3	3	0
432698	2	0	2	1
432699	0	2	2	0
432700	0	3	3	0
432701	2	0	2	1
432702	0	12	3	0
432703	0	4	2	0
432704	2	0	2	1
432705	2	0	2	1
432706	0	37	16	0
432707	0	7	2	0
432708	3	0	3	1
432709	0	2	2	0
432710	0	3	3	0
432711	2	0	2	1
432712	0	3	3	0
432713	3	0	3	1
432714	2	0	2	1
432715	2	0	2	1
432716	0	5	5	0
432717	2	0	2	1
432718	0	2	2	0
432719	3	0	3	1
432720	2	0	2	1
432721	0	6	3	0
432722	2	0	2	1
432723	2	0	2	1
432724	6	0	6	1
432725	0	4	2	0
432726	3	0	3	1
432727	3	0	3	1
432728	2	0	2	1
432729	2	0	2	1
432730	2	0	2	1
432731	2	0	2	1
432732	3	0	3	1
432733	2	0	2	1
432734	3	0	3	1
432735	2	0	2	1
432736	2	0	2	1
432737	0	2	2	0
432738	4	0	4	1
432739	3	0	3	1
432740	0	5	2	0
432741	1	2	3	0.333333333333333
432742	2	0	2	1
432743	0	5	3	0
432744	2	0	2	1
432745	3	0	3	1
432746	1	1	2	0.5
432747	0	2	2	0
432748	2	0	2	1
432749	4	0	4	1
432750	0	49	7	0
432751	2	0	2	1
432752	0	4	4	0
432753	8	0	8	1
432754	2	0	2	1
432755	2	0	2	1
432756	1	4	2	0.5
432757	0	2	2	0
432758	7	0	7	1
432759	0	6	6	0
432760	2	0	2	1
432761	0	2	2	0
432762	2	0	2	1
432763	2	0	2	1
432764	2	0	2	1
432765	2	0	2	1
432766	2	0	2	1
432767	2	0	2	1
432768	3	0	3	1
432769	2	0	2	1
432770	2	0	2	1
432771	3	0	3	1
432772	0	7	2	0
432773	14	0	14	1
432774	3	0	3	1
432775	0	8	2	0
432776	2	0	2	1
432777	3	0	3	1
432778	3	0	3	1
432779	3	0	3	1
432780	15	0	15	1
432781	1	2	2	0.5
432782	4	0	4	1
432783	2	0	2	1
432784	2	0	2	1
432785	0	5	3	0
432786	0	2	2	0
432787	2	0	2	1
432788	0	2	2	0
432789	2	0	2	1
432790	2	0	2	1
432791	0	5	5	0
432792	2	0	2	1
432793	2	0	2	1
432794	0	8	2	0
432795	2	0	2	1
432796	2	0	2	1
432797	0	18	6	0
432798	2	1	3	0.666666666666667
432799	2	0	2	1
432800	0	2	2	0
432801	2	0	2	1
432802	0	4	2	0
432803	0	2	2	0
432804	0	90	10	0
432805	3	0	3	1
432806	2	0	2	1
432807	2	0	2	1
432808	3	0	3	1
432809	2	0	2	1
432810	2	0	2	1
432811	2	0	2	1
432812	2	1	3	0.666666666666667
432813	0	3	3	0
432814	0	2	2	0
432815	3	0	3	1
432816	0	3	2	0
432817	4	0	4	1
432818	4	0	4	1
432819	0	2	2	0
432820	0	16	4	0
432821	2	0	2	1
432822	2	0	2	1
432823	2	0	2	1
432824	2	0	2	1
432825	2	0	2	1
432826	2	0	2	1
432827	0	11	3	0
432828	0	2	2	0
432829	2	0	2	1
432830	2	0	2	1
432831	2	1	3	0.666666666666667
432832	2	0	2	1
432833	2	0	2	1
432834	0	3	3	0
432835	0	5	3	0
432836	2	0	2	1
432837	4	0	4	1
432838	0	2	2	0
432839	2	0	2	1
432840	2	0	2	1
432841	0	2	2	0
432842	0	7	3	0
432843	2	0	2	1
432844	1	1	2	0.5
432845	0	12	2	0
432846	0	2	2	0
432847	0	15	3	0
432848	2	0	2	1
432849	0	6	3	0
432850	2	0	2	1
432851	2	0	2	1
432852	0	8	2	0
432853	0	5	2	0
432854	2	0	2	1
432855	2	0	2	1
432856	0	22	3	0
432857	3	0	3	1
432858	3	0	3	1
432859	0	9	3	0
432860	0	3	3	0
432861	0	4	4	0
432862	3	0	3	1
432863	3	0	3	1
432864	0	2	2	0
432865	0	12	6	0
432866	0	10	4	0
432867	0	2	2	0
432868	0	4	4	0
432869	0	4	2	0
432870	2	0	2	1
432871	2	0	2	1
432872	0	2	2	0
432873	0	2	2	0
432874	0	3	3	0
432875	0	12	4	0
432876	0	4	2	0
432877	2	0	2	1
432878	5	0	5	1
432879	2	0	2	1
432880	0	6	2	0
432881	0	2	2	0
432882	3	0	3	1
432883	3	0	3	1
432884	0	2	2	0
432885	0	4	2	0
432886	2	0	2	1
432887	2	0	2	1
432888	1	3	4	0.25
432889	3	0	3	1
432890	2	0	2	1
432891	0	10	2	0
432892	2	0	2	1
432893	0	12	3	0
432894	2	0	2	1
432895	2	0	2	1
432896	2	0	2	1
432897	2	0	2	1
432898	3	0	3	1
432899	2	0	2	1
432900	0	3	2	0
432901	0	3	2	0
432902	2	0	2	1
432903	3	0	3	1
432904	2	0	2	1
432905	1	14	5	0.2
432906	2	0	2	1
432907	6	2	8	0.75
432908	2	0	2	1
432909	8	0	8	1
432910	3	0	3	1
432911	0	2	2	0
432912	2	0	2	1
432913	2	0	2	1
432914	0	2	2	0
432915	4	0	4	1
432916	2	0	2	1
432917	5	0	5	1
432918	2	0	2	1
432919	0	2	2	0
432920	0	4	2	0
432921	1	1	2	0.5
432922	0	3	3	0
432923	0	8	5	0
432924	2	0	2	1
432925	0	8	4	0
432926	0	2	2	0
432927	2	0	2	1
432928	3	0	3	1
432929	2	0	2	1
432930	8	0	8	1
432931	2	0	2	1
432932	0	8	8	0
432933	2	0	2	1
432934	0	4	4	0
432935	3	0	3	1
432936	2	0	2	1
432937	2	0	2	1
432938	0	20	9	0
432939	3	0	3	1
432940	0	3	3	0
432941	3	0	3	1
432942	7	0	7	1
432943	0	6	2	0
432944	0	2	2	0
432945	0	2	2	0
432946	2	0	2	1
432947	2	1	3	0.666666666666667
432948	0	2	2	0
432949	0	2	2	0
432950	4	0	4	1
432951	4	1	5	0.8
432952	0	4	2	0
432953	4	0	4	1
432954	3	0	3	1
432955	0	2	2	0
432956	2	0	2	1
432957	2	0	2	1
432958	0	2	2	0
432959	0	4	2	0
432960	2	1	3	0.666666666666667
432961	2	0	2	1
432962	0	5	2	0
432963	2	0	2	1
432964	0	4	2	0
432965	0	3	2	0
432966	1	6	4	0.25
432967	2	1	3	0.666666666666667
432968	2	0	2	1
432969	1	2	3	0.333333333333333
432970	3	0	3	1
432971	0	2	2	0
432972	0	8	8	0
432973	0	8	4	0
432974	4	0	4	1
432975	2	0	2	1
432976	3	0	3	1
432977	0	8	8	0
432978	1	2	2	0.5
432979	0	2	2	0
432980	0	4	2	0
432981	3	0	3	1
432982	2	0	2	1
432983	4	0	4	1
432984	0	5	2	0
432985	2	0	2	1
432986	3	0	3	1
432987	2	0	2	1
432988	3	0	3	1
432989	0	4	2	0
432990	0	3	3	0
432991	2	0	2	1
432992	3	0	3	1
432993	2	0	2	1
432994	0	22	11	0
432995	0	16	4	0
432996	3	0	3	1
432997	2	0	2	1
432998	0	11	2	0
432999	2	0	2	1
433000	3	0	3	1
433001	1	1	2	0.5
433002	5	0	5	1
433003	0	3	2	0
433004	1	2	3	0.333333333333333
433005	4	0	4	1
433006	0	6	3	0
433007	2	0	2	1
433008	2	0	2	1
433009	1	1	2	0.5
433010	2	0	2	1
433011	0	3	2	0
433012	5	0	5	1
433013	0	9	3	0
433014	1	1	2	0.5
433015	2	0	2	1
433016	0	4	4	0
433017	0	34	5	0
433018	2	0	2	1
433019	2	0	2	1
433020	1	5	2	0.5
433021	2	0	2	1
433022	2	0	2	1
433023	0	9	3	0
433024	2	0	2	1
433025	2	1	3	0.666666666666667
433026	0	6	2	0
433027	2	0	2	1
433028	2	0	2	1
433029	2	0	2	1
433030	4	0	4	1
433031	0	15	3	0
433032	2	0	2	1
433033	3	1	4	0.75
433034	0	2	2	0
433035	3	0	3	1
433036	2	0	2	1
433037	2	0	2	1
433038	2	0	2	1
433039	3	0	3	1
433040	3	0	3	1
433041	3	0	3	1
433042	0	9	3	0
433043	1	1	2	0.5
433044	2	0	2	1
433045	0	14	2	0
433046	2	0	2	1
433047	2	0	2	1
433048	4	0	4	1
433049	0	4	2	0
433050	2	0	2	1
433051	4	0	4	1
433052	2	0	2	1
433053	3	0	3	1
433054	2	0	2	1
433055	0	4	2	0
433056	0	2	2	0
433057	0	2	2	0
433058	3	0	3	1
433059	3	0	3	1
433060	2	0	2	1
433061	0	11	3	0
433062	0	4	2	0
433063	2	0	2	1
433064	0	6	6	0
433065	2	0	2	1
433066	2	0	2	1
433067	4	0	4	1
433068	0	9	2	0
433069	2	0	2	1
433070	0	4	2	0
433071	0	7	2	0
433072	1	320	33	0.0303030303030303
433073	1	5	2	0.5
433074	3	0	3	1
433075	0	2	2	0
433076	3	0	3	1
433077	2	0	2	1
433078	6	0	6	1
433079	1	1	2	0.5
433080	3	0	3	1
433081	0	4	2	0
433082	2	0	2	1
433083	0	2	2	0
433084	0	12	4	0
433085	1	1	2	0.5
433086	0	6	2	0
433087	5	0	5	1
433088	5	0	5	1
433089	5	269	94	0.0531914893617021
433090	3	0	3	1
433091	0	3	2	0
433092	2	0	2	1
433093	2	0	2	1
433094	0	3	3	0
433095	2	0	2	1
433096	2	0	2	1
433097	1	1	2	0.5
433098	2	0	2	1
433099	2	0	2	1
433100	2	0	2	1
433101	0	3	2	0
433102	0	3	3	0
433103	2	0	2	1
433104	0	6	2	0
433105	2	0	2	1
433106	0	2	2	0
433107	1	3	2	0.5
433108	2	5	4	0.5
433109	2	0	2	1
433110	0	3	2	0
433111	0	2	2	0
433112	3	0	3	1
433113	3	0	3	1
433114	0	3	2	0
433115	15	0	15	1
433116	0	3	3	0
433117	2	0	2	1
433118	2	0	2	1
433119	0	6	2	0
433120	0	9	3	0
433121	4	0	4	1
433122	2	0	2	1
433123	2	0	2	1
433124	2	0	2	1
433125	3	0	3	1
433126	0	5	2	0
433127	0	4	2	0
433128	2	0	2	1
433129	2	0	2	1
433130	1	1	2	0.5
433131	0	2	2	0
433132	2	0	2	1
433133	2	0	2	1
433134	1	1	2	0.5
433135	3	0	3	1
433136	1	1	2	0.5
433137	0	8	3	0
433138	2	0	2	1
433139	2	0	2	1
433140	2	0	2	1
433141	2	0	2	1
433142	2	0	2	1
433143	0	2	2	0
433144	3	0	3	1
433145	1	1	2	0.5
433146	0	2	2	0
433147	8	0	8	1
433148	0	3	3	0
433149	0	7	7	0
433150	3	0	3	1
433151	2	0	2	1
433152	6	0	6	1
433153	0	4	2	0
433154	0	2	2	0
433155	2	0	2	1
433156	2	0	2	1
433157	1	5	2	0.5
433158	2	0	2	1
433159	6	2031	296	0.0202702702702703
433160	2	0	2	1
433161	4	0	4	1
433162	2	0	2	1
433163	2	0	2	1
433164	1	10	2	0.5
433165	2	0	2	1
433166	2	0	2	1
433167	2	0	2	1
433168	1	8	3	0.333333333333333
433169	2	0	2	1
433170	3	0	3	1
433171	1	3	2	0.5
433172	2	0	2	1
433173	2	0	2	1
433174	1	20	3	0.333333333333333
433175	2	0	2	1
433176	0	5	5	0
433177	4	0	4	1
433178	3	0	3	1
433179	2	0	2	1
433180	5	0	5	1
433181	1	6	4	0.25
433182	1	32	5	0.2
433183	2	0	2	1
433184	2	0	2	1
433185	2	0	2	1
433186	2	0	2	1
433187	2	0	2	1
433188	3	0	3	1
433189	2	0	2	1
433190	4	0	4	1
433191	0	2	2	0
433192	2	1	3	0.666666666666667
433193	0	8	2	0
433194	3	0	3	1
433195	2	0	2	1
433196	1	3	3	0.333333333333333
433197	2	2	3	0.666666666666667
433198	2	0	2	1
433199	2	0	2	1
433200	2	0	2	1
433201	0	10	2	0
433202	2	0	2	1
433203	0	2	2	0
433204	0	86	4	0
433205	2	0	2	1
433206	0	8	2	0
433207	2	0	2	1
433208	0	3	3	0
433209	2	0	2	1
433210	0	13	3	0
433211	4	0	4	1
433212	3	0	3	1
433213	0	2	2	0
433214	2	0	2	1
433215	0	2	2	0
433216	2	0	2	1
433217	1	1	2	0.5
433218	0	3	3	0
433219	2	0	2	1
433220	4	0	4	1
433221	0	8	8	0
433222	3	0	3	1
433223	2	0	2	1
433224	2	0	2	1
433225	0	59	8	0
433226	2	0	2	1
433227	1	0	1	1
433228	2	0	2	1
433229	2	0	2	1
433230	2	0	2	1
433231	8	0	8	1
433232	4	0	4	1
433233	0	8	2	0
433234	6	0	6	1
433235	2	0	2	1
433236	0	6	3	0
433237	2	0	2	1
433238	2	0	2	1
433239	0	6	2	0
433240	0	4	2	0
433241	0	2	2	0
433242	2	0	2	1
433243	0	2	2	0
433244	0	2	2	0
433245	0	3	3	0
433246	2	0	2	1
433247	2	0	2	1
433248	0	2	2	0
433249	3	0	3	1
433250	2	0	2	1
433251	2	0	2	1
433252	0	2	2	0
433253	3	0	3	1
433254	1	2	2	0.5
433255	0	4	2	0
433256	2	0	2	1
433257	2	0	2	1
433258	1	1	2	0.5
433259	4	0	4	1
433260	2	0	2	1
433261	1	1	2	0.5
433262	2	0	2	1
433263	2	0	2	1
